vin,open_recalls,recall_status,name_of_recall,campaign,date_of_recall_announcement,brief_description_of_recall,safety_risk,remedy,customer_satisfaction_programs
1FMCU9J99DUC71488,Yes,Recall Incomplete,Transmission Shifter Cable Bushing,22S43/#22V413,10/06/22,"On Your Vehicle, It May Be Possible The Transmission Shifter Cable Bushing Is Damaged Or Missing.","A Damaged Or Missing Bushing Could Prevent The Shifter From Moving The Transmission Into The Intended Gear Position And Cause The Vehicle To Move In An Unexpected Direction.  The Transmission May Not Be In The Park Position, Even Though The Shifter Position Indicates That The Vehicle Was Shifted To Park. Exiting A Vehicle Without The Transmission In The Park Position And Without The Application Of The Parking Brake May Allow The Vehicle To Roll, Increasing The Risk Of Injury Or Crash.",Parts Are Now Available To Repair Your Vehicle. Ford Motor Company Has Authorized Your Dealer To Replace The Shifter Cable Bushing And Protective Cap Free Of Charge Parts And Labor.,"[{'description': 'EXTENDED WARRANTY COVERAGE FOR PCM REPROGRAMING IN THE EVENT OF ABS VEHICLE SPEED SIGNAL RELATED COMMUNICATION LOSS THAT DISABLES OBDII SYSTEM MONITORS', 'campaign': '14N02', 'date': '2014-08-26'}]"
1FMCU9J99DUC71488,Yes,Recall Incomplete,Door Latch Repeat Repair,20S30/20V331,08/06/20,"Your Vehicle Was Previously Repaired Under Safety Recall 15S16 Or 16S30. During That Repair, Your Vehicles Door Latches Were To Be Replaced To Help Reduce The Risk Of Doors Not Closing Or Doors Opening While Driving. It Is Possible That One Or More Of Your Door Latches Was Not Replaced Or May Not Have Been Replaced Correctly.","If A Door Latch Was Not Replaced, There Is Still A Risk That The Pawl Spring Tab Inside The Door Latch Could Break. This Condition Will Typically Prevent The Door From Latching. In Certain Situations, Where The Door Is Able To Be Closed, The Door May Unlatch While Driving, Increasing The Risk Of Injury","The Door Latch Date Codes In Your Vehicle Need To Be Inspected To Verify That The Previous Door Latch Recall Repair Was Completed As Intended. For Your Convenience And To Encourage The Continued Social Distancing Requirements By Many State And Local Governments Related To Covid-19, Ford Is Providing You With The Option To Complete This Simple Inspection Yourself Using The Attached Self-Inspection Sheet. By Utilizing This Option, You Should Not Need To Take Your Vehicle To Your Dealer Unless Your Vehicle Is Exhibiting Door Latching Concerns Door Will Not Latch Or Opens While Driving. In The Unlikely Event That The System Cannot Confirm The Latches On Your Vehicle Based On Your Input, Or If Your Vehicle Is Exhibiting Door Latching Concerns, You Will Need To Take Your Vehicle To Your Dealership For Additional Inspection And/Or Repairs. If You Do Not Wish To Complete This Inspection Yourself, Your Dealer Will Inspect Your Vehicle For You","[{'description': 'EXTENDED WARRANTY COVERAGE FOR PCM REPROGRAMING IN THE EVENT OF ABS VEHICLE SPEED SIGNAL RELATED COMMUNICATION LOSS THAT DISABLES OBDII SYSTEM MONITORS', 'campaign': '14N02', 'date': '2014-08-26'}]"
1ZVBP8CF0E5248842,No,,,,,,,,[]
1FMZU72E12UA83393,No,,,,,,,,[]
1FTEW1EG4FFB56872,No,,,,,,,,"[{'description': 'POWER DOOR LOCK ACTUATOR FAILURE', 'campaign': '20M04', 'date': '2021-06-30'}, {'description': 'DOOR LATCH FREEZING CONCERNS', 'campaign': '18N03', 'date': '2018-09-26'}, {'description': 'UNINTENDED TAILGATE OPENING', 'campaign': '21M06', 'date': '2022-05-20'}]"
1FTFW1E80MFA90296,Yes,Recall Incomplete,Wiper Motor Inoperative,22S12/22V-142,14/03/22,"In Some Of The Affected Vehicles, The Wiper Motor May Become Inoperative, Or Cause The Wipers To Operate Incorrectly Or Erratically.","An Inoperative Wiper Motor Has The Potential For Reduced Visibility Or Loss Of Visibility In Certain Conditions, Increasing The Risk Of A Crash.","Ford Motor Company Is Working Closely With Its Suppliers To Produce Parts For This Repair. When Parts Become Available, Ford Motor Company Will Notify You Via Mail To Schedule A Service Appointment With Your Dealer For Repairs To Be Completed Free Of Charge Parts And Labor. Parts Are Anticipated To Be Available In Quarter 3 Of 2023.",[]
1fafp40684f203096,No,,,,,,,,[]
1FTEX14HXNKb90179,No,,,,,,,,[]
1FADP3FE1JL331709,No,,,,,,,,[]
1FTDX1760VNA63784,Yes,Recall Incomplete,Speed Control System Modification,05S28/05V017000,27/01/05,"On Certain Sport Utility Vehicles And Pickup Trucks, The Speed Control Deactivation Switch May Overheat, Smoke, Or Burn.",This Condition Could Lead To A Fire.  Fires Have Occurred While The Vehicles Were Parked With The Ignition 'Off.',"As An Interim Repair, Owners Will Be Instructed To Return Their Vehicles To Their Dealers To Have The Speed Control Deactivation Switch Disconnected.  As Soon As Replacement Parts Are Available (Early April 2005), Owners Will Be Instructed To Return To The Dealers For Installation Of A New Switch Free Of Charge.  Owners May Contact Ford At 1-866-436-7332.  (Note:  Also See Recalls 05V388 And 06V286)",[]
1FTDX1760VNA63784,Yes,Recall Incomplete,Fuel Tank Strap Inspection And Repair,11S21/11V385000,29/07/11,"Ford Is Recalling Certain 1997 Through 2003 Model Year Ford F-150, 2004 Model Year Ford F-150 Heritage, 1997 Through 1999 Model Year F-250 Less Than 8,500 Lbs. Gross Vehicle Weight Rating (Gvwr), And 2002 And 2003 Lincoln Blackwood Vehicles Manufactured From June 20, 1995, Through August 4, 2004, Originally Sold, Or Currently Registered In, Connecticut, Delaware, Illinois, Indiana, Iowa, Kentucky, Maine, Maryland, Massachusetts, Michigan, Minnesota, Missouri, New Hampshire, New Jersey, New York, Ohio, Pennsylvania, Rhode Island, Vermont, West Virginia, Wisconsin, And The District Of Columbia.  Prolonged Exposure To Road Deicing Chemicals May Cause Severe Corrosion Of The Fuel Tank Straps Which Secure The Tank To The Vehicle.","As A Result Of The Corrosion, One Or Both Straps May Fail Allowing The Fuel Lines To Separate From The Tank, Or In Some Cases, Causing The Tank To Contact The Ground.  Either Scenario May Result In A Fuel Leak Presenting A Fire Hazard.","Ford Will Notify Owners And Instruct Them To Take Their Vehicles To A Ford Or Lincoln Dealer To Have The Fuel Tank Straps Replaced With Straps That Have Increased Corrosion Protection.  Early In This Campaign, If Replacement Straps Are Not Available, Dealers May Install A Cable Support Under The Strap As An Interim Repair Or A Steel Reinforcement Over The Existing Strap As A Permanent Repair.  Any Repairs Will Be Performed Free Of Charge.   The Safety Recall Began On September 16, 2011.  Owners May Contact Ford Motor Company Customer Relationship Center At 1-866-436-7332.  Ford'S Recall Campaign Number Is 11S21",[]
1FTPW14535KC58680,Yes,Recall Incomplete,Clockspring To Driver Side Frontal Air Bag Wire Harness Replacement,11S18/11V107000,23/02/11,"Ford Is Recalling Certain Model Year 2004-2006 F-150 Pick Up Trucks As Well As Certain Model Year 2006 Lincoln Mark Lt Vehicles. If The Clockspring Jumper Wire Comes In Contact With The Driver Side Frontal Air Bag Lower Horn Plate, The Wire Insulation May Become Chafed, Creating A Potential For A Short Circuit.  If This Occurs The Air Bag Warning Lamp May Illuminate Indicating That Service Is Required.",The Driver Side Frontal Air Bag Could Inadvertently Deploy Increasing The Risk Of Injury Or Loss Of Vehicle Control If Occurring While In Motion.,"Ford Will Notify Owners And Instruct Them To Take Their Vehicles To A Ford Or Lincoln/Mercury Dealer To Have A New Clockspring Jumper Wire Installed That Incorporates A Protective Mesh Cover.  Repairs Will Be Performed Free Of Charge.  This Safety Recall Began On Some Vehicles In March 2011.  The Recall Campaign On The Expanded Population Is Expected To Begin On Or About May 9, 2011.   Owners May Contact The Ford Motor Company Customer Relationship Center At 1-866-436-7332.",[]
1FTPW14535KC58680,Yes,Recall Incomplete,Brake Booster Vacuum Hose Replacement,08S05/08V208000,07/05/08,"Ford Is Recalling 605,684 My 2005-2006 F-150 And Lincoln Mark Lt Vehicles Equipped With 5.4L 3-Valve Engines.  The Brake Booster Vacuum Supply Hose Attached To The Intake Manifold Fitting May Swell Over Time And Lose Retention Force.  This Condition Could Allow The Hose To Become Detached From The Fitting During An Intake Manifold Backfire.  Should The Hose Detach From The Intake Manifold, Several Brake Applications With Power Assist Will Be Available Before The Vacuum Reserve Is Depleted.","Once The Brake Booster Vacuum Reserve Is Depleted, The Driver Will Have Foundation Brake Function, But With Increased Brake Pedal Effort.  Reduced Vehicle Braking Could Lead To A Crash.","Dealers Will Replace A Rubber Hose On The Brake Booster Vacuum Supply Tube Assembly.  The Recall Began On June 27, 2008.  Owners May Contact Ford At 1-866-436-7332.",[]
1FMJU2AT1KEA40120,No,,,,,,,,[]
1FMDU34X2VZA42585,No,,,,,,,,[]
1FAFP45X03F308439,No,,,,,,,,[]
1FTFW1Ef0hfb58259,No,,,,,,,,"[{'description': 'POWER DOOR LOCK ACTUATOR FAILURE', 'campaign': '20M04', 'date': '2021-06-30'}, {'description': 'UNINTENDED TAILGATE OPENING', 'campaign': '21M06', 'date': '2022-05-20'}, {'description': 'ENGINE BLOCK HEATER CORD REPLACEMENT', 'campaign': '19G01', 'date': '2019-04-09'}, {'description': 'DOOR LATCH FREEZING CONCERNS', 'campaign': '18N03', 'date': '2018-09-26'}]"
1FM5K8D82EGA65666,No,,,,,,,,"[{'description': 'REAR TOE LINK REPLACEMENT', 'campaign': '21R01', 'date': '2022-11-04'}, {'description': 'FRONT DOOR TRIM PANEL REPAIR', 'campaign': '17N04', 'date': '2017-11-07'}]"
1ZVBP8FF0D5205578,No,,,,,,,,[]
1FMRU15W14LB86825,No,,,,,,,,[]
1FTPX14V37FA39257,No,,,,,,,,[]
1FTEW1EB8KFB71874,No,,,,,,,,[]
1fahp3fn6bw104114,No,,,,,,,,[]
1zvbp8cf3e5213647,No,,,,,,,,[]
1FTPX12V17FB88656,No,,,,,,,,[]
1fafp34nx5w316531,No,,,,,,,,[]
1FADP3K25EL411175,No,,,,,,,,"[{'description': 'TRANSMISSION CLUTCH SHUDDER -TRANSMISSION CLUTCH WARRANTY EXTENSION', 'campaign': '19N08', 'date': '2019-08-13'}, {'description': 'TRANSMISSION CONTROL MODULE EXTENDED WARRANTY COVERAGE', 'campaign': '14M02', 'date': '2015-01-13'}]"
1ZVHT84N285185386,Yes,Recall Incomplete,Passenger Airbag Inflator Replacement Parts Are Readily Available,19S01/19V001,28/01/19,The Passenger Airbag Inflator In Your Vehicle May Explode In The Event Of A Crash That Causes Deployment Of The Passenger Airbag.,"If An Inflator Explodes, Sharp Metal Fragments Could Strike The Passenger Or Other Occupants, Causing Serious Injury Or Death.",Parts Are Now Available To Repair Your Vehicle. Dealers Will Replace The Passenger Airbag Inflator Free Of Charge.,[]
1ZVHT84N285185386,Yes,Recall Incomplete,Driver Airbag Inflator Replacement Parts Are Readily Available,15S21/15V319,27/05/15,The Driver Airbag Inflator In Your Vehicle May Explode In The Event Of A Crash That Causes Deployment Of The Driver Airbag.,"If An Inflator Explodes, Sharp Metal Fragments Could Strike The Driver Or Other Occupants, Causing Serious Injury Or Death.",Parts Are Now Available To Repair Your Vehicle. Dealers Will Replace The Driver Airbag Inflator Free Of Charge..,[]
1FTEW1E45LFA79849,No,,,,,,,,"[{'description': 'UNINTENDED TAILGATE OPENING', 'campaign': '21M06', 'date': '2022-05-20'}]"
1ftyr14c7wta26847,No,,,,,,,,[]
1FTEF15H2LLA52273,No,,,,,,,,[]
1ftpw14535fa30882,No,,,,,,,,[]
1FTFW1ET9DFA97414,No,,,,,,,,"[{'description': 'TRANSMISSION MOLDED LEADFRAME EXTENDED COVERAGE', 'campaign': '19N01', 'date': '2019-04-04'}]"
1FTMF1C5XKKD66200,No,,,,,,,,[]
1FTEW1EG8FFB22675,Yes,Recall Incomplete,Carpet Shielding And Insulation Rework,18S27/18V568,31/08/18,"If Your Vehicle Is Involved In A Crash, Deployment Of The Front Seatbelt Pretensioners May Cause A Fire Inside The Driver Or Passenger Side B-Pillar Trim (The Outboard Floor Area Next To The Front Seats) In The Vehicle Passenger Compartment.",A Fire In The B-Pillar Area May Spread Within The Vehicle And Increase The Risk Of Injury.  You May Notice Odor And/Or Smoke As The Fire Develops.,"Ford Motor Company Has Authorized Your Dealer To Modify The B-Pillar Insulation, Remove Electrical Harness Tape Remnants, And Apply Shielding To The Carpet Insulation And Loadspace Trim Panel (On Regular Cab Vehicles Only) Free Of Charge (Parts And Labor).","[{'description': 'DOOR LATCH FREEZING CONCERNS', 'campaign': '18N03', 'date': '2018-09-26'}, {'description': 'UNINTENDED TAILGATE OPENING', 'campaign': '21M06', 'date': '2022-05-20'}, {'description': 'POWER DOOR LOCK ACTUATOR FAILURE', 'campaign': '20M04', 'date': '2021-06-30'}]"
1FTEW1EG8FFB22675,Yes,Recall Incomplete,Brake Master Cylinder Replacement,20S31/20V332,08/06/20,"On Your Vehicle, The Brake Master Cylinder May Allow Brake Fluid To Leak Into The Brake Booster. If The Brake Fluid Reservoir Is Depleted Below A Pre-Determined Level, You Will Be Alerted That Brake System Service Is Required By A Combination Of The Following: An Audible Chime. A Full Screen Message Center Alert. Illumination Of The Red Brake Warning Indicator (Shown To The Left). If The Brake Fluid Reservoir Is Depleted Through Continued Vehicle Operation, You May Experience A Change In Brake Pedal Travel And Feel, And Increased Pedal Effort. If A Loss Of Brake Fluid Is Substantial, It Can Reduce Brake Function In The Front Wheels. Brake Function In The Rear Wheels Is Unaffected By This Condition.","Reduced Brake Function In The Front Wheels Can Extend Stopping Distance, Increasing The Risk Of A Crash.","Parts Are Now Available To Repair Your Vehicles. Ford Motor Company Has Authorized Your Dealer To Replace Your Vehicles Brake Master Cylinder, And If The Brake Master Cylinder Is Leaking, Also Replace The Brake Booster, Free Of Charge (Parts And Labor).","[{'description': 'DOOR LATCH FREEZING CONCERNS', 'campaign': '18N03', 'date': '2018-09-26'}, {'description': 'UNINTENDED TAILGATE OPENING', 'campaign': '21M06', 'date': '2022-05-20'}, {'description': 'POWER DOOR LOCK ACTUATOR FAILURE', 'campaign': '20M04', 'date': '2021-06-30'}]"
1FTEW1EG8FFB22675,Yes,Recall Incomplete,Doors Will Not Close Or Open While Driving,17S33/17V652,16/10/17,"On Your Vehicle, A Frozen Door Latch, Or A Bent Or Kinked Door Latch Actuation Cable, May Result In A Door That Will Not Open, Will Not Close, Or Opens While Driving Condition.","This May Result In A Latch That May Not Fully Engage The Door Striker Which Could Cause The Door To Open While Driving, Increasing The Risk Of Injury.",Parts Are Now Available To Repair Your Vehicle.  Ford Motor Company Has Authorized Your Dealer To Install Door Latch Water Shields And Repair Any Kinks In The Latch Actuation Cables Free Of Charge (Parts And Labor).,"[{'description': 'DOOR LATCH FREEZING CONCERNS', 'campaign': '18N03', 'date': '2018-09-26'}, {'description': 'UNINTENDED TAILGATE OPENING', 'campaign': '21M06', 'date': '2022-05-20'}, {'description': 'POWER DOOR LOCK ACTUATOR FAILURE', 'campaign': '20M04', 'date': '2021-06-30'}]"
1FTEW1EP7MKD92548,Yes,Recall Incomplete,Windshield Wiper Motor Replacement,22S71/22V842,09/01/23,"On Your Vehicle, The Windshield Wiper Motor May Become Inoperative, Or Cause The Wipers To Operate Erratically And Or Stop Working.","An Inoperative Wiper Motor Has The Potential For Reduced Visibility Or Loss Of Visibility In Certain Conditions, Increasing The Risk Of A Crash.","Ford Motor Company Is Working Closely With Its Suppliers To Produce Parts For This Repair. When Parts Become Available, Ford Motor Company Will Notify You Via Mail To Schedule A Service Appointment With Your Dealer For The Replacement Of The Front Windshield Wiper Motor, Free Of Charge - Parts And Labor. Parts Are Anticipated To Be Available In The Third Quarter Of 2023. If A Concern Occurs With The Windshield Wipers Before This Time, Please Contact Your Dealer For Further Assistance.",[]
3FAFP31393R121622,No,,,,,,,,[]
1FTEW1EFXGFD53361,No,,,,,,,,"[{'description': 'POWER DOOR LOCK ACTUATOR FAILURE', 'campaign': '20M04', 'date': '2021-06-30'}, {'description': 'DOOR LATCH FREEZING CONCERNS', 'campaign': '18N03', 'date': '2018-09-26'}]"
1ZVBP8AM7E5217217,No,,,,,,,,[]
1FTFW1EF5BFA32177,No,,,,,,,,"[{'description': 'TRANSMISSION MOLDED LEADFRAME EXTENDED COVERAGE', 'campaign': '19N01', 'date': '2019-04-04'}]"
1FMYU22XXWUD03183,No,,,,,,,,[]
1FMCU9GX4FUB64891,Yes,Recall Incomplete,Transmission Shifter Cable Bushing,22S43/#22V413,10/06/22,"On Your Vehicle, It May Be Possible The Transmission Shifter Cable Bushing Is Damaged Or Missing.","A Damaged Or Missing Bushing Could Prevent The Shifter From Moving The Transmission Into The Intended Gear Position And Cause The Vehicle To Move In An Unexpected Direction.  The Transmission May Not Be In The Park Position, Even Though The Shifter Position Indicates That The Vehicle Was Shifted To Park. Exiting A Vehicle Without The Transmission In The Park Position And Without The Application Of The Parking Brake May Allow The Vehicle To Roll, Increasing The Risk Of Injury Or Crash.",Parts Are Now Available To Repair Your Vehicle. Ford Motor Company Has Authorized Your Dealer To Replace The Shifter Cable Bushing And Protective Cap Free Of Charge Parts And Labor.,[]
1FTFX1E56JKD47371,No,,,,,,,,"[{'description': 'POWER DOOR LOCK ACTUATOR FAILURE', 'campaign': '20M04', 'date': '2021-06-30'}, {'description': 'DOOR LATCH FREEZING CONCERNS', 'campaign': '18N03', 'date': '2018-09-26'}]"
1FMCU0HD5KUA63370,No,,,,,,,,"[{'description': 'ONE TIME REPAIR FOR VEHICLES INCLUDED IN 19B37', 'campaign': '21N12', 'date': '2022-06-09'}]"
1fM5K8D89GGB10413,No,,,,,,,,"[{'description': 'REAR WHEEL KNUCKLE REPLACEMENT', 'campaign': '22N01', 'date': '2022-02-18'}, {'description': 'HIGH SPEED COOLING FAN MOTOR RELAY', 'campaign': '21N01', 'date': '2021-08-19'}]"
1FM5K7DH1JGC91833,Yes,Recall Incomplete,Roof Rack Trim Detachment,21S22/21V316,05/05/21,Roof Rack Trim Detachment,"A Roof Rail Cover That Detaches While Driving Can Create A Road Hazard For Other Users, Increasing The Risk Of A Crash.",Owners Will Be Notified By Mail And Instructed To Take Their Vehicle To A Ford Or Lincoln Dealer To Have The Roof Rail Secured Using Plastic Push-Pins.  There Will Be No Charge For This Service,"[{'description': 'TRANSMISSION EXTENDED WARRANTY COVERAGE', 'campaign': '20N07', 'date': '2020-10-09'}, {'description': 'HIGH SPEED COOLING FAN MOTOR RELAY', 'campaign': '21N01', 'date': '2021-08-19'}]"
1FTRF122X6NB22872,No,,,,,,,,[]
1FMYU93184KA98037,Yes,Recall Incomplete,Front Subframe Crossbrace Installation,14S02/14V165000,02/04/14,"Ford Motor Company (Ford) Is Recalling Certain Model Year 2001-2004 Escape Vehicles Manufactured October 22, 1999, Through January 23, 2004, Originally Sold, Or Currently Registered In, Connecticut, Delaware, Illinois, Indiana, Iowa, Maine, Maryland, Massachusetts, Michigan, Minnesota, Missouri, New Hampshire, New Jersey, New York, Ohio, Pennsylvania, Rhode Island, Vermont, West Virginia, Wisconsin And The District Of Columbia.  These Vehicles May Experience Excessive Corrosion At The Forward Attachment Of The Lower Control Arm.","A Separation Of The Lower Control Arm Can Result In A Significant Loss Of Steering Control, Increasing The Risk Of A Crash.","Ford Will Notify Owners, And Dealers Will Install A Newly Designed Reinforcement Cross-Brace, Free Of Charge.  The Recall Began On May 30, 2014.   Owners May Contact Ford At 1-866-436-7332.  Ford'S Number For This Recall Is 14S02.",[]
1FMYU93184KA98037,Yes,Recall Incomplete,Engine Cover Modification,12S37/12V353000,26/07/12,"Ford Motor Company Is Recalling Certain Model Year 2001 Through 2004 Escape Vehicles Equipped With 3.0L V6 Engines And Speed Control Manufactured From October 22, 1999, Through January 23, 2004.  Inadequate Clearance Between The Engine Cover And The Speed Control Cable Connector Could Result In A Stuck Throttle When The Accelerator Pedal Is Fully Or Almost-Fully Depressed.  This Risk Exists Regardless Of Whether Or Not Speed Control (Cruise Control) Is Used.","A Stuck Throttle May Result In Very High Vehicle Speeds And Make It Difficult To Stop Or Slow The Vehicle, Which Could Cause A Crash, Serious Injury Or Death.","Ford Will Notify Owners, And Dealers Will Repair The Vehicles By Increasing The Engine Cover Clearance, Free Of Charge.  The Safety Recall Began August 3, 2012.  Remedy Parts Are Expected To Be Available In Mid-August 2012.  Until Then Dealers Will Disconnect The Speed Control Cable As An Interim Remedy, If Parts Are Not Available At The Time Of An Owner'S Service Appointment.  Owners May Contact Ford At 1-866-436-7332.",[]
1FTZX17291NB04622,Yes,Recall Incomplete,Speed Control System Modification,05S28/05V017000,27/01/05,"On Certain Sport Utility Vehicles And Pickup Trucks, The Speed Control Deactivation Switch May Overheat, Smoke, Or Burn.",This Condition Could Lead To A Fire.  Fires Have Occurred While The Vehicles Were Parked With The Ignition 'Off.',"As An Interim Repair, Owners Will Be Instructed To Return Their Vehicles To Their Dealers To Have The Speed Control Deactivation Switch Disconnected.  As Soon As Replacement Parts Are Available (Early April 2005), Owners Will Be Instructed To Return To The Dealers For Installation Of A New Switch Free Of Charge.  Owners May Contact Ford At 1-866-436-7332.  (Note:  Also See Recalls 05V388 And 06V286)",[]
1FTZX17291NB04622,Yes,Recall Incomplete,Seat Belt Buckle,01S21/01V227001,16/07/01,"Vehicle Description:  Passenger And Sport Utility Vehicles, Pickup Trucks, And Minivans.  Equipped With Seat Belts Supplied By Trw.   It Is Possible That The Driver'S And/Or Front Passenger'S Outboard Seat Belt Buckle May Not Fully Latch.  Ford Crown Victoria Built At St. Thomas Assembly Plant From 4/17/00 - 5/29/01  Mercury Grand Marquis Built At St. Thomas Assembly Plant From 4/17/00 - 5/29/01.  Lincoln Town Cars Built At Wixom Assembly Plant From 3/27/00 - 5/30/01.  Lincoln Navigators Built At Michigan Truck Plant From 4/11/00 - 5/31/01.  Ford Windstars Built At Oakville Assembly Plant From 3/23/00 - 5/30/01.  Ford Rangers Built At Twin Cities Plant From 3/28/00 - 5/30/01, And Also At The Edison Plant From 3/13/00 - 5/25/01.  Ford F-150 Truck Built At Norfolk Plant From 4/18/00 - 5/25/00; At Ontario Plant From 5/10/00 - 5/28/01; At Kansas City Plant From 9/11/99 - 5/25/01; And At Cuautitlan Plant From 5/16/00 - 6/9/01.  Ford Super Duty F-250, F-350, F-450, And F-550 Trucks Built At Kentucky Plant From 4/17/00 - 5/27/01; And At Cuautitlan Plant From 5/16/00 - 6/19/01.  Ford Excursions Built At Kentucky Plant From 4/17/00 - 10/2/00.  Ford Expeditions Built At Michigan Truck Plant From 4/11/00 - 5/31/01.","In The Event Of A Crash, The Restraint System May Not Provide Adequate Occupant Protection, Increasing The Risk Of Personal Injury To The Seat Occupant.","Dealers Will Inspect The Front Outboard Seat Belt Buckles And If The Buckle Fails The Inspection Process, It Will Be Replaced.  Owner Notification Began July 25, 2001.  Owners Who Take Their Vehicles To An Authorized Dealer On An Agreed Upon Service Date And Do Not Receive The Free Remedy Within A Reasonable Time Should Contact Ford At 1-866-436-7332.",[]
1FTPX12516FA89365,No,,,,,,,,[]
1FTYR10D13PA53545,Yes,Recall Incomplete,Speed Control System Modification,09S09/09V399000,13/10/09,"Ford Is Recalling Model Years 1995-2003 Windstar, 2000-2003 Excursion Diesel, 1993-1997 And 1999-2003 F-250 Sd Through F-550 Sd Diesel, 1992-2003 E-150 Through E-550, 1995-2002 Explorer, 1997 And 2002 Mercury Mountaineer, 1995-1997 And 2001-2003 Ranger, And 1994 F53 Vehicles Equipped With The Texas Instruments Speed Control Deactivation Switch (Scds).  The Scds May Leak Internally And Then Overheat, Smoke, Or Burn.",A Vehicle Fire Could Occur With Or Without The Engine Running.,"Ford Will Notify Owners That Dealers Will Install A Fused Wiring Harness In Line With The Scds.  On 1999-2003 Windstar Vehicles With A Leaking Scds, Dealers Will Also Inspect The Abs Control Module Connector And Repair As Necessary.  Repairs Will Be Completed Free Of Charge.  The Safety Recall Began On October 27, 2009.  Owners May Contact Ford At 1-888-222-2751.",[]
1FTZX1762WNB66289,Yes,Recall Incomplete,Fuel Tank Strap Inspection And Repair,11S21/11V385000,29/07/11,"Ford Is Recalling Certain 1997 Through 2003 Model Year Ford F-150, 2004 Model Year Ford F-150 Heritage, 1997 Through 1999 Model Year F-250 Less Than 8,500 Lbs. Gross Vehicle Weight Rating (Gvwr), And 2002 And 2003 Lincoln Blackwood Vehicles Manufactured From June 20, 1995, Through August 4, 2004, Originally Sold, Or Currently Registered In, Connecticut, Delaware, Illinois, Indiana, Iowa, Kentucky, Maine, Maryland, Massachusetts, Michigan, Minnesota, Missouri, New Hampshire, New Jersey, New York, Ohio, Pennsylvania, Rhode Island, Vermont, West Virginia, Wisconsin, And The District Of Columbia.  Prolonged Exposure To Road Deicing Chemicals May Cause Severe Corrosion Of The Fuel Tank Straps Which Secure The Tank To The Vehicle.","As A Result Of The Corrosion, One Or Both Straps May Fail Allowing The Fuel Lines To Separate From The Tank, Or In Some Cases, Causing The Tank To Contact The Ground.  Either Scenario May Result In A Fuel Leak Presenting A Fire Hazard.","Ford Will Notify Owners And Instruct Them To Take Their Vehicles To A Ford Or Lincoln Dealer To Have The Fuel Tank Straps Replaced With Straps That Have Increased Corrosion Protection.  Early In This Campaign, If Replacement Straps Are Not Available, Dealers May Install A Cable Support Under The Strap As An Interim Repair Or A Steel Reinforcement Over The Existing Strap As A Permanent Repair.  Any Repairs Will Be Performed Free Of Charge.   The Safety Recall Began On September 16, 2011.  Owners May Contact Ford Motor Company Customer Relationship Center At 1-866-436-7332.  Ford'S Recall Campaign Number Is 11S21",[]
1FTRX18W5XNB50989,Yes,Recall Incomplete,Speed Control System Modification,05S28/05V017000,27/01/05,"On Certain Sport Utility Vehicles And Pickup Trucks, The Speed Control Deactivation Switch May Overheat, Smoke, Or Burn.",This Condition Could Lead To A Fire.  Fires Have Occurred While The Vehicles Were Parked With The Ignition 'Off.',"As An Interim Repair, Owners Will Be Instructed To Return Their Vehicles To Their Dealers To Have The Speed Control Deactivation Switch Disconnected.  As Soon As Replacement Parts Are Available (Early April 2005), Owners Will Be Instructed To Return To The Dealers For Installation Of A New Switch Free Of Charge.  Owners May Contact Ford At 1-866-436-7332.  (Note:  Also See Recalls 05V388 And 06V286)",[]
1FTRF12217NA20104,No,,,,,,,,[]
1ftex1cm9efb01046,No,,,,,,,,[]
1FM5K7D82FGC53714,Yes,Recall Incomplete,Rear Suspension Toe Link Replacement,19S17/19V435,10/06/19,"On Your Vehicle, Frequent Full Articulation Of The Rear Suspension May Increase The Stress On The Rear Suspension Toe Link, Which May, Over Time, Result In A Toe Link Fracture.","Rear Toe Link Fracture While Driving Could Result In A Noise, A Sudden Change In Vehicle Handling, Or Difficulty Controlling The Vehicle Increasing The Risk Of A Crash.",Ford Motor Company Has Authorized Your Dealer To Replace Your Rear Suspension Toe Links Free Of Charge Parts And Labor.,"[{'description': 'REAR TOE LINK REPLACEMENT', 'campaign': '21R01', 'date': '2022-11-04'}, {'description': 'FRONT DOOR TRIM PANEL REPAIR', 'campaign': '17N04', 'date': '2017-11-07'}]"
1fmfu18518la69371,No,,,,,,,,[]
1FA6P8CF5J5118348,No,,,,,,,,[]
1FTFX1ET4CFB50113,No,,,,,,,,"[{'description': 'TRANSMISSION MOLDED LEADFRAME EXTENDED COVERAGE', 'campaign': '19N01', 'date': '2019-04-04'}, {'description': 'ELECTRIC VACUUM PUMP EXTENDED REPAIR', 'campaign': '15N05', 'date': '2016-02-09'}]"
1FTYR10D26PA27699,Yes,Recall Incomplete,Driver And Passenger Airbag Inflator Replacement Higher Risk Vehicles Parts Are Readily Available,18S02/18V023,11/01/18,Do Not Drive Your Vehicle - Contact Your Ford Dealer Immediately. The Driver And Passenger Airbag Inflators In Your Vehicle May Explode In The Event Of A Crash That Causes Deployment Of The Frontal Airbags.,"Do Not Drive Your Vehicle - Contact Your Ford Dealer Immediately. If An Inflator Explodes, Sharp Metal Fragments Could Strike The Driver Or Other Occupants, Causing Serious Injury Or Death.  Two Driver-Side Inflators Built On The Same Day As The Inflator In Your Vehicle Have Exploded, Causing Fatal Injuries.",Parts Are Now Available To Repair Your Vehicle. Dealers Will Replace The Driver And Passenger Airbag Inflators Free Of Charge.,[]
