vin,open_recalls,recall_status,name_of_recall,campaign,date_of_recall_announcement,brief_description_of_recall,safety_risk,remedy,customer_satisfaction_programs,raw_json
1G1YU2D66G5603025,Yes,incomplete,Fuel Leaks At The Primary Fuel Pump Module Flange,,,"Some 2014-2017 Model Year Chevrolet Corvette Vehicles, May Have A Condition Where Cracks On The Top Surface Of The Left Fuel Tank Fuel Pump Module Flange, May Cause Fuel Odor, Or A Loss Of Fuel On The Ground. A Check Engine Lamp May Illuminate If The Fuel Tank Is Less Than Half Full.

This Special Coverage Covers The Condition Described Above For A Period Of 10 Years Or 120,000 Miles (193,000 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.",,Dealers Are To Replace The Fuel Pump Module Upon Confirmation Of The Fuel Pump Module Flange Leak.  The Repairs Will Be Made At No Charge To The Customer.,,
1G1YU2D66G5603025,Yes,complete,Frontal Airbag And Pretensioner Non Deploy,16V651,2016-09-08,"General Motors Has Decided That A Defect Which Relates To Motor Vehicle Safety Exists In Certain 2014-2017 Model Year Chevrolet Silverado Ld, Gmc Sierra Ld, Buick Encore, Chevrolet Trax, Chevrolet Caprice Police, And Chevrolet Corvette Vehicles, 2014-2016 Model Year Buick Lacrosse, Chevrolet Spark Ev, And Chevrolet Ss Vehicles And 2015-2017 Model Year Chevrolet Silverado Hd, Gmc Sierra Hd, Gmc Yukon, Gmc Yukon Xl, Cadillac Escalade Cadillac Escalade Esv, Chevrolet Suburban, And Chevrolet Tahoe Vehicles.  The Sensing And Diagnostic Module (Sdm) In These Vehicles, Which Controls Airbag And Pretensioner Deployment, Contains A Software Defect Which May Prevent The Deployment Of Frontal Airbags And Pretensioners In Certain Rare Circumstances. If The Frontal Airbags And Seatbelt Pretensioners Do Not Deploy When Required, There Is An Increased Risk Of Injury To Occupants In A Crash.","If The Frontal Airbags And Seatbelt Pretensioners Do Not Deploy When Required, There Is An Increased Risk Of Injury To Occupants In A Crash.","Reprogram The Sdm With New Software That Eliminates This Defect.  In Vehicles With Any Previous Deployment Events Recorded In The Sdm, Dealers Will Replace The Existing Sdm With A New Sdm Prior To Programming And Setup.  Note: Before Replacing The Sdm, Any Airbag Related Diagnostic Trouble Codes Should Be Identified, Diagnosed, And Corrected Prior To Sdm Replacement.  Faulty Sir Components In Need Of Replacement Are Unrelated To This Safety Recall And Are Not Covered Under The Terms Of This Safety Recall.",,
1G1YU2D66G5603025,Yes,incomplete,On Track Performance Engine Overheating,,,"Some 2015-2018 Model Year Chevrolet Corvette Vehicles May Have A Condition Where The Vehicle May Overheat And Enter A Reduced Power Mode When Driven On A Track At Sustained High Speeds In High Ambient Temperatures.

This Special Coverage Covers The Condition Described Above For A Period Of 7 Years Or 72,000 Miles (116,000 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.",,"Dealers Are To Install An Updated Radiator Package And, For Automatic Transmission Vehicles, Updated Shift-Point Calibration Software.  The Repairs Will Be Made At No Charge To The Customer.  The Customer Must Provide Evidence Of An Overheating Condition In The Form Of One Of The Following: Diagnostic Trouble Code, Photos, Or Videos.  The Dealer Should Make A Copy Of Any Customer Evidence Provided And File With The Warranty Claim.",,
2CNALPEW3A6200330,Yes,incomplete,Special Coverage 12313,,,"Some 2010 And 2011 Model Year Buick Lacrosse, Chevrolet Equinox, And Gmc Terrain Vehicles; And 2011 Model Year Buick Regal Vehicles, Equipped With A 2.4L Engine, The Chrome Layer On The Balance Chain Pins May Wear, Allowing The Chain To Stretch. This Would Cause An Engine Noise, And If Left Untreated, Could Cause The Chain To Break, Leading To Engine Damage.  In Addition, The Fuel Pump Plunger Shaft Seal May Wear And Allow Fuel To Leak Into The Crankcase, Which Would Illuminate The Malfunction Indicator Light. This Can Cause Engine Run-On And/Or The Engine To Run Rough.

This Special Coverage Covers The Condition Described Above For A Period Of 10 Years Or 120,000 Miles (193,000 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.",,,,
2CNALPEW3A6200330,Yes,complete,Carbon Monoxide Emissions,,,,,,,
2CNALPEW3A6200330,Yes,incomplete,Wiper Transmission Arm Linkage Failure – Usa Only,,,"On Certain 2010-2012 Model Year Chevrolet Equinox And Gmc Terrain Vehicles, The Ball Joints In The Front Windshield Wiper Modules Of These Vehicles May Experience High Corrosion And Wear That Could Result In The Separation Of One Or More Ball Joints From Their Sockets During Wiper Operation.  If A Ball Joint Were To Separate, One Or Both Of The Windshield Wipers Could Become Inoperative.",,Dealers Are To Inspect The Front Wiper Assembly And Replace The Wiper Linkages Or Module As Necessary. The Repairs Will Be Made At No Charge To The Customer.,,
2CNALPEW3A6200330,Yes,incomplete,Special Coverage 14159 - Expired,,,,,,,
2CNALPEW3A6200330,Yes,incomplete,Catalytic Converter Replacement,,,"Some 2010-2011 Model Year Chevrolet Equinox Or Gmc Terrain Vehicles Equipped With A 2.4L Engine, May Have A Condition Where A Malfunction-Indicator Light (Mil) May Illuminate Due To Thermal Damage Or Face Erosion Of The Catalytic Converter.

This Special Coverage Covers The Condition Described Above For A Period Of 10 Years Or 120,000 Miles (193,000 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.",,Replace The Catalytic Converter.  The Repairs Will Be Made At No Charge To The Customer.,,
2CNALPEW3A6200330,Yes,incomplete,Power Steering Stick-Slip,,,"Some 2012-2014 Model Year Buick Verano, 2011-2014 Model Year Chevrolet Cruze And Volt, 2010-2014 Model Year Chevrolet Equinox And Gmc Terrain, And 2013-2014 Model Year Chevrolet Malibu Vehicles May Have Increased Friction In The Steering System. This Could Cause The Steering Wheel To Stick In The Straight-Ahead Position After Driving Long Distances On A Straight Highway. The Steering Wheel Can Be Turned But It May Require Increased Effort.

This Special Coverage Covers The Condition Described Above For A Period Of 10 Years Or 150,000 Miles (240,000 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.",,,,
2CNALPEW3A6200330,Yes,incomplete,Illumination Of Airbag Readiness Light/Service Airbag Message,,,"On Certain 2010-2011 Model Year Chevrolet Equinox And Gmc Terrain Vehicles, High Resistance In The Side-Impact Airbag Circuit May Cause The Airbag-Readiness Light To Illuminate And The “Service Air Bag” Message To Display.

This Special Coverage Covers The Condition Described Above For A Period Of 10 Years Or 120,000 Miles (193,000 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.
",,,,
2CNALPEW3A6200330,Yes,complete,Heating And Windshield Defrost Inoperative - Replace Computer Module,09V489,2009-12-18,"General Motors Is Recalling Certain Model Year 2010 Chevrolet Equinox And Gmc Terrain Vehicles For Failing To Comply With The Requirements Of Federal Motor Vehicle Safety Standard No. 103, ""Windshield Defrosting And Defogging Systems"" And With Federal Motor Vehicle Safety Standard No. 101, ""Controls And Displays"".  The Software In The Center Instrument Panel Can Cause The Heating, Air Conditioning, Defrost, And Radio Controls, As Well As The Panel Illumination To Become Inoperative.",Driving Without A Functioning Defrost System Can Decrease Your Visibility Under Certain Driving Conditions And Could Result In A Crash Without Warning.,Dealers Will Replace The Computer Module In The Center Instrument Panel Free Of Charge.,,
2CNALPEW3A6200330,Yes,complete,Wiper Transmission Arm Linkage Failure,,,"Some 2010-2017 Model Year Equinox Or Terrain Vehicles May Have A Condition Where A Link Ball Socket In The Front Wiper Transmission May Separate. If This Were To Occur, The Driver Would Experience A Sudden Loss Of Front Wiper Function.
	
This Special Coverage Covers The Condition Described Above For A Period Of 10 Years Or 150,000 Miles (240,000 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.",,Dealers Are To Replace The Front Wiper Module With The Latest Version With Improved Sockets And A New Water Shield.  The Repairs Will Be Made At No Charge To The Customer.,,
2CNALPEW3A6200330,Yes,complete,High Pressure Fuel Pump,,,General Motors Has Decided To Conduct A Voluntary Emission Recall Involving Certain 2010-2011 Model Year Chevrolet Equinox And Gmc Terrain Vehicles Equipped With A 2.4L Engine.  The Engine Mounted High Pressure Fuel Pump In These Vehicles May Develop Excessive Wear On The Plunger Piston Shaft And Shaft Seal.  ,If This Happens Fuel Can Leak Into The Engine Oil Crankcase And Result In The Engine Running Rough And Illumination Of The Malfunction Indicator Lamp. ,Dealers Are To Replace The High Pressure Fuel Pump. ,,
2CNALPEW3A6200330,Yes,complete,Oil Life Monitor Update,,,,,,,
1G11C5SL8FF183064,No,,,,,,,,,
KL8CB6S90DC502123,Yes,incomplete,Hood Striker Corrosion,22V640,2022-08-25,"General Motors Has Decided That A Defect Which Relates To Motor Vehicle Safety Exists In Certain 2013 – 2015 Model Year Chevrolet Spark And 2014 – 2015 Model Year Spark Ev Vehicles.  The Secondary Hood Latch Lever In These Vehicles May Prematurely Corrode At The Pivot.  If Severely Corroded, The Secondary Latch Striker May Become Stuck Out Of Position And Fail To Properly Engage.","If The Striker Becomes Stuck Out Of Position And Both The Primary And Secondary Hood Latch Fail To Engage, The Vehicle’S Hood May Open Unexpectedly, Increasing The Risk Of A Crash.",Dealers Will Replace The Hood Striker Assembly And Hood Latch Assembly.,,
KL8CB6S90DC502123,Yes,complete,Secondary Hood Latch Corrosion,14V593,2014-09-23,General Motors Has Decided That A Defect Which Relates To Motor Vehicle Safety Exists In Certain 2012-2015 Model Year Chevrolet Spark Vehicles. The Involved Vehicles Were Manufactured With A Secondary Hood Latch That May Corrode At The Latch Pivot And Stick In The Open Position Causing The Latch To Not Engage.,"If The Secondary Latch Corrodes And Sticks In The Open Position And The Primary Latch Is Not Engaged, It Is Possible That The Hood May Open Unexpectedly. If The Hood Opened Unexpectedly While The Vehicle Is Being Driven, The Driver'S Vision May Be Impaired Increasing The Risk Of A Vehicle Crash. Until Your Vehicle Is Serviced, You Should Ensure That Your Primary Hood Latch Is Properly Engaged And The Hood Is Closed Before Driving. Your Primary Hood Latch May Not Be Properly Engaged If You Notice Larger Than Normal Gaps Between The Hood And The Fender And Grille.",Dealers Will Replace The Striker With A New Part Free Of Charge.,,
KL8CB6S90DC502123,Yes,complete,Engine Oil Consumption Due To Pcv Valve Wear,,,,,,,
KL8CB6S90DC502123,Yes,complete,Air Conditioning System Inoperative/Cools Intermittently - * - Expires  4/30/16 *,,,,,,,
3GNFK16R1XG102954,No,,,,,,,,,
1G1YN2DT4B5800108,Yes,incomplete,Clutch Activation System,,,"On Some 2005-2013 Model Year Chevrolet Corvette Vehicles Equipped With A Manual Transmission, The Clutch System May Fail If Unapproved Fluids Are Used To Service The System Or If A High-Pressure Pulse Occurs During A Clutch Self-Adjustment Event. If The Clutch System Fails, The Clutch Pedal May Not Return If Depressed. If The Clutch Pedal Does Not Return, It May Be Possible To Start The Vehicle When The Transmission Is In Any Gear. This Could Result In Unexpected Vehicle Movement When The Engine Is Started.

This Special Coverage Covers The Condition Described Above For A Period Of 10 Years Or 120,000 Miles (193,000 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.",,,,
1G1YN2DT4B5800108,Yes,incomplete,Airbag Light On,,,"Some 2004-2009 Model Year Cadillac Xlr And 2005-2013 Model Year Chevrolet Corvette Vehicles, Equipped With Power Seats, May Have A Condition Where, The Wire Harness Connector From The Seat Side Airbag And Buckle Tensioner To The Body Has A Design Interference Between The Vertical Adjust Crossbar And The Carpet.  When The Seat Is Moved Forward Or Back, The Connector May Be Dragged Along The Carpet, Pulling Terminals Loose Or Pulling The Connector Apart. This Will Cause A Diagnostic Trouble Code To Be Set And The Service Airbag Light Will Be Illuminated.

This Special Coverage Covers The Condition Described Above For A Period Of 10 Years Or 120,000 Miles (193,000 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.",,,,
1G1YN2DT4B5800108,Yes,complete,Corvette Low-Beam Headlamps Inoperative,,,,,,,
3GNFK16R9XG153330,Yes,incomplete,Fmvss Neck Extension Requirements,00V122,2000-04-27,"Light Duty Pickup Trucks And Sport Utility Vehicles.  These Vehicles Do Not Comply With The Occupant Protection Requirements Of Fmvss No. 208, ""Occupant Crash Protection.""","In The Event Of A Vehicle Crash, The Right Front Passenger Restraint Systems May Not Meet The Neck Extension Requirements.",Dealers Will Install A Tray Insert On The Top Of The Passenger Side Of The Instrument Panel.  The Tray Insert Corrects The Noncompliance Free Of Charge.,,
1G1ND52J82M521310,Yes,incomplete,Unintended Ignition Key Rotation,14V400,2014-07-03,"General Motors Has Decided That A Defect Which Relates To Motor Vehicle Safety Exists In 2000-2005 My Chevrolet Impala And Monte Carlo, 1997-2003 My Chevrolet Malibu, 2004-2005 My Chevrolet Malibu Classic, 1999-2004 My Oldsmobile Alero, 1998-2002 My Oldsmobile Intrigue, 1999-2005 My Pontiac Grand Am, And 2004-2008 My Pontiac Grand Prix Vehicles. If The Key Ring Is Carrying Added Weight And The Vehicle Goes Off Road Or Experiences Some Other Jarring Event, It May Unintentionally Move The Key Away From The Run Position. If This Occurs, Engine Power, Power Steering And Power Braking May Be Affected, Increasing The Risk Of A Crash.","The Timing Of The Key Movement Out Of The ""Run"" Position, Relative To The Activation Of The Sensing Algorithm Of The Crash Event, May Result In The Airbags Not Deploying, Increasing The Potential For Occupant Injury In Certain Kinds Of Crashes. Until The Recall Has Been Performed, It Is Very Important That Customers Remove All Items From Their Key Ring, Leaving Only The Vehicle Key. The Key Fob (If Applicable), Should Also Be Removed From The Key Ring.","Dealers Are To Install Two Key Rings And An Insert In The Key Slot Or A Cover Over The Key Head On All Ignition Keys, Free Of Charge.",,
1GNEC13Z02R197223,Yes,complete,Rearward Folding Head Restraints Pinch Point,02V253,2002-09-17,"Certain Sport Utility Vehicles Equipped With Rearward Folding Head Restraints On The Second Row Seats, Two Potential Pinch Points Exist On Each Of The Folding Head Restraints When The Restraints Are Folded Rearward As The Seatback Is Folded Down.","If A Person Were To Insert Their Finger(S) Into The Pinch Point When The Head Restraint Folds, It Could Trap And Pinch The Finger(S) Causing Injury.",Dealers Will Install Protective Covers Over The Pinch Points Free Of Charge.,,
1GNFK13569R129989,Yes,complete,Battery Charge Reading Incorrect - Reprogram Module,,,,,,,
1GNFK13569R129989,Yes,incomplete,Accessory Power Module May Not Initialize In Cold Temperature,,,"On Some 2008-2013 Model Year Chevrolet Tahoe And Gmc Yukon, And 2009-2013 Model Year Cadillac Escalade, Chevrolet Silverado Ld, And Gmc Sierra Ld Hybrid 2-Mode Vehicles, The Accessory Power Module (Apm) May Not Initialize When The Vehicle Is Started In Cold Temperatures And The Apm Is Cold. Once The Apm Warms Up, It Will Initialize And Perform As Designed. However, During The Time That The Apm Is Not Operational, It Could Result In A Loss Of Power Steering Assist And The Battery May Not Charge. If This Condition Occurs, The Service Power Steering, Service Hybrid System, Or Service Battery Charging System Message Will Appear In The Driver Information Center, The Malfunction Indicator Lamp And Red Battery Telltale May Illuminate, And Diagnostic Trouble Code U1821 And U182A Will Be Present.

This Special Coverage Covers The Condition Described Above For A Period Of 10 Years Or 150,000 Miles (240,000 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.",,,,
1GNFK13569R129989,Yes,complete,Trans Clutch Housing Fracture - Reprogram Trans Controller - Expires  10/31/2011,,,,,,,
1GNFK13569R129989,Yes,complete,Onstar Gen 8.Xc Module Inoperative/Vehicle Battery Discharged - Expires 8/31/2017,,,,,,,
1GNFK13569R129989,Yes,incomplete,Throttle Position Sensor Replacement,,,"Some 2008-2009 Chevrolet Trailblazer; Gmc Envoy; Hummer H2; Saab 9-7X; 2008-2011 Cadillac Escalade, Escalade Esv, Escalade Ext; Chevrolet Avalanche, Express, Silverado, Suburban, Tahoe; Gmc Savana, Sierra, Yukon, Yukon Xl; 2008-2010 Hummer H3; 2009-2011 Chevrolet Colorado; Gmc Canyon; And 2009-2010 Hummer H3T Vehicles, Equipped With A V8 Engine, May Have A Condition Where The Throttle Position Sensor May Cause The Engine To Run Rough And Cause The Malfunction Indicator Lamp And/Or An Engine Reduced Power Message To Illuminate. If This Occurs, It Could Result In Reduced Engine Power.

This Special Coverage Covers The Condition Described Above For A Period Of 10 Years Or 120,000 Miles (193,000 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.",,,,
1GNFK13569R129989,Yes,incomplete,Front Passenger Airbag Takata Inflator - Priority Group 8,21V052,2021-02-05,"Tk Holdings Inc. (“Takata”) Has Decided That A Defect Which Relates To Motor Vehicle Safety Exists In The Passenger-Side Frontal Airbag Inflators Installed As Original Equipment In Certain 2007 To 2014 Model Year Cadillac Escalade, Escalade Esv, And Escalade Ext Vehicles; Certain Chevrolet Avalanche, Silverado 1500, Silverado 2500/3500, Suburban, And Tahoe Vehicles; And Certain Gmc Sierra 1500, Sierra 2500/3500, Yukon, And Yukon Xl Vehicles.  The Determination Was Made That The Propellant In These Inflators May Degrade After Long-Term Exposure To High Humidity And Temperature Cycling, Which Could Cause The Inflator To Rupture During A Deployment.","An Inﬂator Rupture May Cause Metal Fragments To Pass Through The Airbag And Into The Vehicle Interior At High Speed, Which May Result In Injury Or Death To Vehicle Occupants.",Dealers Will Replace The Passenger-Side Frontal Airbag Inflator.,,
1G1ZK57748F265345,Yes,incomplete,Special Coverage 14404 - Expired,,,,,,,
1G1ZK57748F265345,Yes,complete,Brake Lamp Malfunction,14V252,2014-05-14,"General Motors Has Decided That A Defect Which Relates To Motor Vehicle Safety Exists In 2004-2012 Malibu, 2004-2007 Malibu Maxx, 2005-2010 Pontiac G6, 2007-2010 Saturn Aura Vehicles.  On These Vehicles, Over Time An Increased Resistance Can Develop In The Body Control Module (Bcm) Connection System And Result In Voltage Fluctuations Or Intermittency In The Brake Apply Sensor (Bas) Circuit That Can Cause Service Brake Lamp Malfunction.  As A Result, The Service Brake Lamps May Illuminate When The Service Brakes Are Not Being Applied, Or May Not Illuminate When The Service Brakes Are Being Applied.  Additionally, Cruise Control May Not Engage.  If Cruise Control Is Engaged, Additional Service Brake Pedal Travel May Be Required To Disengage It.  Service Brake Pedal Application May Not Be Required To Move The Shift Lever Out Of Park, Or Additional Service Brake Pedal Travel May Be Required To Move The Shift Lever Out Of Park.  Traction Control, Electronic Stability Control, And Panic Braking Assist Features, If Equipped, May Be Disabled.  Service Esc And/Or Traction Control Tell-Tales May Illuminate With This Condition.",These Conditions May Increase The Risk Of A Crash.,"Dealers Are To Attach The Wiring Harness To The Bcm With A Spacer, Apply Dielectric Lubricant To Both The Bcm And Harness Connector And On The Bas And Harness Connector, And Relearn The Brake Pedal Home Position Free Of Charge.",,
1G1ZK57748F265345,Yes,incomplete,Throttle Body - Reduced Power Mode,,,"On Some 2008 Model Year (My) Saturn Outlook; 2008-2009 My Buick Allure, Chevrolet Equinox, Chevrolet Uplander, Pontiac G8, Pontiac Montana Sv6, Pontiac Torrent, And Saturn Vue; 2008-2010 My Hummer H3 And Pontiac G6; 2008-2011 My Cadillac Cts, Cadillac Srx, And Chevrolet Impala; 2008, 2011-2012 My Chevrolet Captiva; 2008-2011 My Buick Enclave, Buick Lacrosse; 2008-2012 My Chevrolet Colorado, Chevrolet Malibu, And Gmc Canyon; 2009 My Hummer H3T; 2009-2011 My Buick Lucerne; 2009-2011 My Chevrolet Traverse And Gmc Acadia; And 2010-2011 My Buick Regal Vehicles, The Throttle-Position Sensor May Cause The Engine To Run Rough, Cause The Malfunction-Indicator Lamp And/Or An Engine Reduced Power Message To Illuminate, And Reduce The Engine’S Power.

This Special Coverage Covers The Condition Described Above For A Period Of 10 Years Or 120,000 Miles (193,000 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.",,,,
1G1ZK57748F265345,Yes,incomplete,Brake Lamp Malfunction,,,"Some 2004-2012 Model Year Chevrolet Malibu, 2004-2007 Model Year Chevrolet Malibu Maxx, 2005-2010 Model Year Pontiac G6, And 2007-2009 Model Year Saturn Aura Vehicles May Have A Condition Where Increased Resistance In The Body Control Module (Bcm) Connection System Can Result In Voltage Fluctuations Or Intermittency In The Brake Apply Sensor (Bas) Circuit That Can Cause Brake Lamp Malfunction. Specifically, The Brake Lamps May Either Illuminate Without The Brake Pedal Applied, Or Turn Off When The Pedal Is Applied.

This Special Coverage Covers The Condition Described Above For A Period Of 15 Years Or 150,000 Miles (240,000 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.","The Brake Lamps May Either Illuminate Without The Brake Pedal Applied, Or Turn Off When The Pedal Is Applied.","Dealers Are To Attach The Wiring Harness To The Bcm With A Spacer, Apply Dielectric Lubricant To The Bcm X2 (C2) Connector And The Bas Harness Connector, And Relearn The Brake Pedal Home Position.  The Repairs Will Be Made At No Charge To The Customer.",,
1G1ZE5ST9HF195157,Yes,incomplete,Center High Mount Stop Lamp Water Leak,,,"Some 2016 Or 2017 Model Year Chevrolet Malibu Vehicles, May Have A Condition Where Water May Leak In Into The Center High Mount Stop Lamp (Chmsl) Possibly Causing A Wet Headliner Or Water In The Spare Tire Well.

This Special Coverage Covers The Condition Described Above For A Period Of 6 Years Or 72,000 Miles (116,000 Km) [Use Metric Conversion Table To Determine Km], Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.",,"Dealers Are To Inspect For Evidence Of Water At The High Mounted Stop Lamp And If Necessary, Repair The Center High Mounted Stop Lamp With A Lamp Kit Containing Insulators And New Fasteners.  The Original Lamp Assembly Is Retained.  The Repairs Will Be Made At No Charge To The Customer.",,
1G1ZE5ST9HF195157,Yes,complete,Stochastic Pre-Ignition (Spi) Causing Cracked Piston - Expires 2/28/2019,,,"Certain 2016 And 2017 Model Year Chevrolet Malibu Vehicles Equipped With A 1.5L Lfv Engine May Have A Pre-Ignition Condition That Could Cause Piston Damage.  If This Condition Occurs, The Vehicle May Perform Poorly And Oil Consumption Could Increase.  In Addition, A Service Engine Light May Illuminate Indicating An Engine Misfire.  If The Condition Is Present, And The Repair Below Is Not Completed Before Multiple Pre-Ignition Events Occur, A Piston May Be Damaged And The Engine May Need To Be Repaired Or Replaced.",,Reprogram The Engine Control Module (Ecm) And Change The Engine Oil With Acdelco Dexos 1 Full-Synthetic Motor Oil Of The Part Number As Indicated In The Parts Section. (In Canada Use The Exact Mobil 1 Part Number Specified In The Parts Section). It Is Very Important That Only Oil With The Correct Part Number Is Used In This Repair.,,
1G1ZE5ST9HF195157,Yes,incomplete,Loss Of Continuity Within Accelerator Pedal Position Sensor Circuit,,,"Some 2017-2018 Model Year Buick Lacrosse, 2018 Model Year Buick Regal, 2016-2018 Model Year Chevrolet Malibu Vehicles May Have A Condition That Affects The Electrical Connection To One Of The Vehicle’S Accelerator Pedal Position Sensors. If This Electrical Connection Is Interrupted, The Accelerator Pedal Will Still Function, But The Vehicle Will Enter A Reduced Engine Power Mode Where The Vehicle’S Maximum Acceleration And Torque Are Reduced. Additionally, The Malfunction Indicator Light (Check Engine Light) Will Illuminate, The ‘Engine Power Is Reduced’ Message Will Display, And A Diagnostic Trouble Code For Accelerator Pedal Position Sensor Correlation (P2138) Will Be Set When This Condition Occurs.

This Special Coverage Covers The Condition Described Above For A Period Of 10 Years Or 150,000 Miles (240,000 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.",,Dealers Are To Replace The Accelerator Pedal And Position Sensor Assembly As Necessary And Repair The Engine Wire Harness (Malibu Lfv Only). The Repairs Will Be Made At No Charge To The Customer.,,
1GNSKHKC4KR154029,No,,,,,,,,,
3GNGK26F5XG220215,No,,,,,,,,,
1gnfc13j77r113307,Invalid Vin,,,,,,,,,
1G1YY22G3Y5129990,Yes,complete,Electronic Column Lock System,04V060,2004-02-06,"On Certain Passenger Vehicles Equipped With Electronic Column Lock Systems (Ecl),  When The Ignition Switch Is Turned To ""Lock,"" The Ecl System Prevents Turning Of The Steering System.  When The Vehicle Is Started, The Ecl Unlocks The Steering System.  The Vehicle Is Designed So That If The Column Fails To Unlock When The Vehicle Is Started And The Customer Tries To Drive, The Fuel Supply Will Be Shut Off So That The Vehicle Cannot Move When The Vehicle Cannot Be Steered.  If Voltage At The Powertrain Control Module Is Low Or Interrupted, However, The Fuel Shut Off May Not Occur And The Vehicle Can Be Accelerated While The Steering System Is Locked.   Also When The Control System Shows That The Ecl Is Unlocked And The Vehicle Is Being Driven, The Lock Pin Location Can Vary.  Depending On The Location Of The Lock Plate Relative To The Switch Transition Point, There Could Then Be Contact Between The Lock Plate And Pin Causing The Steering To Lock While Driving .","If This Occurs, A Crash Could Occur Without Warning.","On Vehicles Equipped With An Automatic Transmission, The Dealer Will Disable The Steering Column Lock By Removing The Column Lock Plate.  When The Ignition Key Is Removed, The Transmission Shifter Will Lock But The Steering Column Will Not Lock. On Vehicles Equipped With A Manual Transmission, The Dealer Will Reprogram The Powertrain Control Module, Perform A Dimensional Check Of The Column Lock And, If Necessary, Replace The Lock Plate. The Steering Column On These Vehicles Will Continue To Lock When The Key Is Removed Free Of Charge.",,
1GNEC13TX4R209490,Yes,complete,Second Row Center Safety Belt,05V163,2005-04-22,"On Certain Crew Cab Pickup Trucks And Sport Utility Vehicles, The 2Nd Row Center Occupant Seat Belt Routing May Make It Difficult To Position The Lap Portion Of The Safety Belt Low Around The Hips Of Occupants, Especially Smaller Occupants, Seated In This Position.   Appropriate Use Of A Child Seat Or Booster Seat, As Recommended For Small Children, Does Improve The Fit Condition For This User Group.  In Addition To Instructions On Proper Infant And Young Child Restraint (With Child Seats Or Boosters), Special Verbiage For Restraining Older Child Is Included In The Owner'S Manual.  Also, The Suggested Seat Belt Fit/Routing For Adults, Irrespective Of Seating Position, Is Described In The Owner'S Manual Text.","A Lap Portion Of The Seat Belt Routing That Is Not Low And Snug On The Hips Can Allow The Lap Belt To Ride Up On An Occupant'S Abdomen Instead Of Fitting Low Around Their Hipbones, And Therefore, Can Expose Them To More Risk Of Abdominal And Internal Organ Injury.","Dealers Will Cut Open The Guide Loop, Remove A Portion Of The Loop, And Then The Remaining Two Sides Should Be Folded Over And Secured With A Retainer Free Of Charge.",,
1G1ZS58F67F107478,Yes,incomplete,Brake Lamp Malfunction,,,"Some 2004-2012 Model Year Chevrolet Malibu, 2004-2007 Model Year Chevrolet Malibu Maxx, 2005-2010 Model Year Pontiac G6, And 2007-2009 Model Year Saturn Aura Vehicles May Have A Condition Where Increased Resistance In The Body Control Module (Bcm) Connection System Can Result In Voltage Fluctuations Or Intermittency In The Brake Apply Sensor (Bas) Circuit That Can Cause Brake Lamp Malfunction. Specifically, The Brake Lamps May Either Illuminate Without The Brake Pedal Applied, Or Turn Off When The Pedal Is Applied.

This Special Coverage Covers The Condition Described Above For A Period Of 15 Years Or 150,000 Miles (240,000 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.","The Brake Lamps May Either Illuminate Without The Brake Pedal Applied, Or Turn Off When The Pedal Is Applied.","Dealers Are To Attach The Wiring Harness To The Bcm With A Spacer, Apply Dielectric Lubricant To The Bcm X2 (C2) Connector And The Bas Harness Connector, And Relearn The Brake Pedal Home Position.  The Repairs Will Be Made At No Charge To The Customer.",,
1G1ZS58F67F107478,Yes,incomplete,Special Coverage 10134 - Expired,,,,,,,
